BU_NAME	IMPEXP_TYPR	CONTAINER_NUM	SHIPPING_LINE_OPERATOR	VESSEL	VOYAGE_NUM	ARRIVAL_DATE	DEPARTURE_DATE	ORIGIN_COUNTRY	PORT_OF_LANDING	DESTINATION_COUNTRY	PORT_OF_UNLADING	TEU	GOODS_VALUE_USD	NOTIFIER_NAME	CONSIGNEE_NAME	SHIPPER_NAME	ITEM_DESCRIPTION	BL_NO
NEPTUNIA	Export	TCNU8321635	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	CMAU0796844	APL	SANTOS EXPRESS	9126N	20190805	20190806		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	CMAU0711600	APL	SANTOS EXPRESS	9126N	20190805	20190806		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	MRKU9315189	ALIANCA	CMA CGM NIAGARA	0WC3WN1MA	20190826	20190828		Callao , Peru		VALENCIA , Spain	1				MSL DEL PERU SAC	CARGA CONSOLIDADA	
NEPTUNIA	Export	MEDU2507363	MEDITERRANEAN SHIPPING COMPANY	MSC CARLOTTA	934R	20190827	20190828		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	ALIMENTOS EN CONSERVAS	
NEPTUNIA	Export	AMFU8860677	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	TEMU1473662	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	FCIU6361696	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	RFCU2269062	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
NEPTUNIA	Export	TEMU1265150	APL	GUAYAQUIL EXPRESS	9128N	20190819	20190820		Callao , Peru		Bilbao , Spain	1				GREEN PERU S.A	ESPARRAGO BLANCO	
NEPTUNIA	Export	MRKU3256448	MAERSK SHIPPING LINE	CMA CGM TANYA	0WC3SN1MA	20190814	20190815		Callao , Peru		VALENCIA , Spain	2				MSL DEL PERU SAC	CARGA CONSOLIDADA	
NEPTUNIA	Export	MRKU4575331	HAMBURG SUD	GUAYAQUIL EXPRESS	9128N	20190819	20190820		Callao , Peru		San Adrian , Spain	2				MSL DEL PERU SAC	CARGA CONSOLIDADA // IMO 8 - UN 2800	
NEPTUNIA	Export	CAIU8261810	HAPAG LLOYD CORPORATION	MSC EARTH	FA930A	20190831	20190901		Callao , Peru		Carnota , Spain	2				HapagLloyd Peru S.A.C.	CONTENEDOR VACIO	
NEPTUNIA	Export	MSKU0634891	MAERSK SHIPPING LINE	CALLAO EXPRESS	9125N	20190729	20190730		Callao , Peru		VALENCIA , Spain	2				MSL DEL PERU SAC	CARGA CONSOLIDADA	
NEPTUNIA	Export	SUDU7917114	HAMBURG SUD	NORDIC HONG KONG	930E	20190727	20190728		Callao , Peru		San Adrian , Spain	1				DANPER TRUJILLO S.A.C.	PIMIENTO CALIFORNIA ROJO	
NEPTUNIA	Export	SUDU7828790	HAMBURG SUD	NORDIC HONG KONG	930E	20190727	20190728		Callao , Peru		San Adrian , Spain	1				DANPER TRUJILLO S.A.C.	PIMIENTO CALIFORNIA ROJO	
NEPTUNIA	Export	TCNU7548141	HAPAG LLOYD CORPORATION	CARTAGENA EXPRESS	9131N	20190909	20190911		Callao , Peru		Cartagena , Spain	2				DANPER TRUJILLO S.A.C.	ALIMENTOS EN COSERVAS	
NEPTUNIA	Export	TEMU6717123	HAPAG LLOYD CORPORATION	CARTAGENA EXPRESS	9131N	20190909	20190911		Callao , Peru		Cartagena , Spain	2				DANPER TRUJILLO S.A.C.	ALIMENTOS EN COSERVAS	
NEPTUNIA	Export	TTNU1210226	MEDITERRANEAN SHIPPING COMPANY	MSC AVNI	NX932R	20190814	20190815		Callao , Peru		Bilbao , Spain	1				DANPER TRUJILLO S.A.C.	CONSERVAS	
